isReply,replyTo,initialTweet,tweetDate,twitterId,handle,text,profileUser,name,tweetLink,timestamp,query,type
,,,Mon Jul 06 15:31:56 +0000 2020,3089312070,whyhate123,@boltapp no one seems to be dealing with my claim and the line is always busy. I’m very angry,https://twitter.com/whyhate123,Aysha,https://twitter.com/whyhate123/status/1280162572231151618,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
,,,Mon Jul 06 14:49:25 +0000 2020,326828796,danoisyboi,@boltapp can u guys gimme Kwame’s handle?? 😒🤔,https://twitter.com/danoisyboi,Kweku 🇬🇭🇳🇬,https://twitter.com/danoisyboi/status/1280151872360325124,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
true,@CabbieOO7,https://twitter.com/CabbieOO7/status/1279123687178993665,Mon Jul 06 12:13:26 +0000 2020,1272828978,boltapp,"@CabbieOO7 If you have already messaged us, someone from our support team will get back to you as soon as possible.",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1280112617986670593,2020-07-07T16:31:35.188Z,https://twitter.com/boltapp,tweets-replies
true,@William93674222,https://twitter.com/William93674222/status/1279327675841220609,Mon Jul 06 12:05:58 +0000 2020,1272828978,boltapp,"@William93674222 @CabbieOO7 Hi William, Bolt drivers are advised to select 'Rider is not wearing a face mask' as a trip rejection reason and they receive a cancellation fee when the passenger is not wearing a face covering.",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1280110741387988993,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
true,@londonmoggy,https://twitter.com/londonmoggy/status/1279380864460361729,Mon Jul 06 12:01:12 +0000 2020,1272828978,boltapp,"@londonmoggy @CabbieOO7 Hi, please let us know if this happens to you and our support team will assist you further. Thank you!",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1280109541372375040,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
true,@CabbieOO7,https://twitter.com/CabbieOO7/status/1279123687178993665,Mon Jul 06 11:59:48 +0000 2020,1272828978,boltapp,"@CabbieOO7 Good afternoon, thank you for reaching out. Please contact our support to look into this and assist further. You can send us an in-app message or call at +44 808 169 8818.",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1280109188425945090,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
,,,Mon Jul 06 09:36:59 +0000 2020,3089312070,whyhate123,@boltapp Hello I’ve been trying to get through to someone regarding a cancellation fee I was wrongly charged. I’ve been on hold for nearly 20 minutes,https://twitter.com/whyhate123,Aysha,https://twitter.com/whyhate123/status/1280073248131162112,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
true,@SingularSyzygy,https://twitter.com/SingularSyzygy/status/1279486464582180864,Mon Jul 06 09:36:35 +0000 2020,1272828978,boltapp,@SingularSyzygy We are sorry that you experience that. Please contact our technical support in your city so we can try to find a solution.,https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1280073147618820096,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
,,,Sat Jul 04 18:45:19 +0000 2020,1166151234,SingularSyzygy,"@boltapp Do not use their scooters. I was fined for stopping in a place I usually stopped where they did not fine me before.  They change their maps without informing you.  I blocked the bank transaction, changed payment method and uninstalled the app and still they took my money",https://twitter.com/SingularSyzygy,Adam Poniatowski,https://twitter.com/SingularSyzygy/status/1279486464582180864,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
,,,Sat Jul 04 16:56:50 +0000 2020,40965604,AjayDesigns,@boltapp hello please help I was charged for a bolt ride I did not have because driver cancled I think so I ordered another so I was charged twice I can see on my bank statement,https://twitter.com/AjayDesigns,Ashley Jay,https://twitter.com/AjayDesigns/status/1279459164381753344,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
true,@boltapp,https://twitter.com/boltapp/status/1278227578923487232,Sat Jul 04 14:26:28 +0000 2020,1268422080997064710,MarvellousOnye9,"@boltapp Hi guys please my driver's app have been blocked for 3 months now, please help me
08140680952",https://twitter.com/MarvellousOnye9,Marvellous Onyebuchi,https://twitter.com/MarvellousOnye9/status/1279421321097740291,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
true,@CabbieOO7,https://twitter.com/CabbieOO7/status/1279123687178993665,Sat Jul 04 11:45:42 +0000 2020,1252212732536946688,londonmoggy,@CabbieOO7 @boltapp Unfortunately some drivers will click no mask and drive off without the customer even if they have a mask,https://twitter.com/londonmoggy,londonmoggy,https://twitter.com/londonmoggy/status/1279380864460361729,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
true,@CabbieOO7,https://twitter.com/CabbieOO7/status/1279123687178993665,Sat Jul 04 08:14:21 +0000 2020,997173705062211586,William93674222,"@CabbieOO7 @boltapp The app should clearly state no mask no ride and you will be charged a cancellation fee if rules are broken.
Boot on the other foot rider complains drivers not wearing mask no fee charged no more work.  So i condem all ph companies for not charging where appropriate.",https://twitter.com/William93674222,WILLIAM THE MARSHAL .,https://twitter.com/William93674222/status/1279327675841220609,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
,,,Fri Jul 03 19:26:33 +0000 2020,902446558502936580,_hudaxxxx,@boltapp please why? It says arrived and driving to destination meanwhile he was 7 minutes away and says it’s far he can’t come but he doesn’t want to cancel. How do I handle this? https://t.co/po89gvbbPj,https://twitter.com/_hudaxxxx,Huda❤️.,https://twitter.com/_hudaxxxx/status/1279134455123361794,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
,,,Fri Jul 03 18:43:46 +0000 2020,1010188109076680704,CabbieOO7,"Just had my first customer not to wear a mask on @boltapp I clicked no mask and didn’t get a Cancelation Fee, this is terrible for the driver #PrivateHire #London #Bolt should charge and pay a Cancellation Fee. It is the riders responsibly and not at the Drivers expense",https://twitter.com/CabbieOO7,CabbieOO7 🇬🇧,https://twitter.com/CabbieOO7/status/1279123687178993665,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
true,@eli_adorku,https://twitter.com/eli_adorku/status/1278645597021417472,Fri Jul 03 10:29:24 +0000 2020,1272828978,boltapp,@eli_adorku Hey there! We are very sorry to hear about the issues you are experiencing with our app. Could you send us an in-app message so we could forward this to the tech team to have a look into and get sorted for you as soon as possible? Thank you! 🙏🏻,https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278999275763097602,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
true,@tosinolaleke,https://twitter.com/tosinolaleke/status/1278788885225635840,Fri Jul 03 09:39:42 +0000 2020,1272828978,boltapp,"@tosinolaleke Hello there, kindly email us via Ghana@bolt.eu so we may check your application and guide you accordingly.",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278986766620463104,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
true,@LNgwanaz,https://twitter.com/LNgwanaz/status/1278676969954201607,Fri Jul 03 09:35:50 +0000 2020,1272828978,boltapp,"@LNgwanaz Hello there, we are concerned that you feel this way and we would like to make follow up. Kindly email us further details via Ghana@bolt.eu",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278985794334711813,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
true,@Craigrodney,https://twitter.com/Craigrodney/status/1276904427786559490,Thu Jul 02 21:48:54 +0000 2020,1272828978,boltapp,@Craigrodney Hello! Please note that we have responded to your DM. https://t.co/zVwqHJIpI1,https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278807887859593218,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
true,@boltapp,https://twitter.com/boltapp/status/1258747389202006027,Thu Jul 02 20:33:23 +0000 2020,140284406,tosinolaleke,@boltapp Please I want set up a fleet and I am having issues setting up.,https://twitter.com/tosinolaleke,Tosin Olaleke,https://twitter.com/tosinolaleke/status/1278788885225635840,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
,,,Thu Jul 02 13:08:40 +0000 2020,3644594057,LNgwanaz,@boltapp Your drivers are Thieves!’,https://twitter.com/LNgwanaz,likkle ngwanaz,https://twitter.com/LNgwanaz/status/1278676969954201607,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
true,@Sonique_Dlamini,https://twitter.com/Sonique_Dlamini/status/1278622238011514880,Thu Jul 02 12:52:34 +0000 2020,1272828978,boltapp,"@Sonique_Dlamini Hi, we understand how frustrating this can be. Kindly address your query via email on johannesburg@bolt.eu and we will look into the issue. https://t.co/oSIRIhRYCE",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278672915328831488,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
,,,Thu Jul 02 11:04:01 +0000 2020,1144255546020835331,eli_adorku,"@boltapp good morning bolt am disappointed and frustrated customer,  anytime request a ride I spent my airtime directing drivers to my location.  Just because the app gives the drivers wrong pick up points. You guys have to improve on your service. Thanks Eli",https://twitter.com/eli_adorku,Mr CR7,https://twitter.com/eli_adorku/status/1278645597021417472,2020-07-07T16:31:35.188Z,https://twitter.com/boltapp,tweets-replies
true,@boltapp,https://twitter.com/boltapp/status/1266274887364042752,Thu Jul 02 09:31:11 +0000 2020,1329353437,Sonique_Dlamini,"@boltapp @Thandin20827838 Hi can you please start by unblocking my driver account that you blocked 3 months ago, been writting emails till today my account is still blocked, I'm suffering from the pandemic already I can't even feed my family anymore, I can't even apply for any job right now it's hectic.",https://twitter.com/Sonique_Dlamini,Ta Sodz,https://twitter.com/Sonique_Dlamini/status/1278622238011514880,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
,,,Wed Jul 01 07:22:57 +0000 2020,1272828978,boltapp,"Bonjour, Paris! 
The city of love is the first to welcome our awesome new micro-mobility product — the Bolt e-bike! 🚲 💚
https://t.co/eSHWVflr6z",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278227578923487232,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
,,,Sat Jun 27 15:45:13 +0000 2020,11308952,Craigrodney,@boltapp guys you've just run my credit card twice but I don't have an account with you and never did the transaction. Both transactions are fraudulent! Who do I contact to get my money back?,https://twitter.com/Craigrodney,Craig Rodney,https://twitter.com/Craigrodney/status/1276904427786559490,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
,,,Tue May 26 14:09:29 +0000 2020,1272828978,boltapp,"Bolt has closed an investment round of €100M to continue building the best way to move in cities in Europe and Africa. 🚀
This will help us to scale our ride-hailing , micro-mobility and food delivery products even further.
https://t.co/eN97juvoJq",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1265283922205777921,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
,,,Tue May 05 10:55:08 +0000 2020,140284406,tosinolaleke,"@boltapp I have been trying to set up as a new drivers for few weeks now.
Kindly assist me in setting me up in order to earn a living during this period.
I have submitted everything needed,just need my account to be activated.
Email: kufrepeter1982@gmail.com 
Number:07066023498",https://twitter.com/tosinolaleke,Tosin Olaleke,https://twitter.com/tosinolaleke/status/1257624868629159936,2020-07-07T16:31:35.189Z,https://twitter.com/boltapp,tweets-replies
true,@Sonique_Dlamini,https://twitter.com/Sonique_Dlamini/status/1278621260386308096,Thu Jul 02 12:52:32 +0000 2020,1272828978,boltapp,"@Sonique_Dlamini Hi, we understand how frustrating this can be. Kindly address your query via email on johannesburg@bolt.eu and we will look into the issue. https://t.co/HnNfUgbwxH",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278672906034335744,2020-07-07T16:31:35.192Z,https://twitter.com/boltapp,tweets-replies
true,@Sonique_Dlamini,https://twitter.com/Sonique_Dlamini/status/1278612829826924544,Thu Jul 02 12:50:47 +0000 2020,1272828978,boltapp,"@Sonique_Dlamini Hi, we understand how frustrating this can be. Kindly address your query via email on johannesburg@bolt.eu and we will look into the issue. https://t.co/2ckjeubFGH",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278672466781655040,2020-07-07T16:31:35.191Z,https://twitter.com/boltapp,tweets-replies
true,@kholicius,https://twitter.com/kholicius/status/1278382798735388672,Thu Jul 02 12:36:32 +0000 2020,1272828978,boltapp,"@kholicius Hi, after the trip has been ended by the driver, a star pop up is shown on your screen with 5 stars and you can give stars depending on the service you received. https://t.co/tGyWaUMUyo",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278668880454529024,2020-07-07T16:31:35.190Z,https://twitter.com/boltapp,tweets-replies
true,@MDU_KAMASHANGE_,https://twitter.com/MDU_KAMASHANGE_/status/1277913174851891201,Thu Jul 02 12:32:32 +0000 2020,1272828978,boltapp,"@MDU_KAMASHANGE_ Hi, we hope you are keeping safe! Kindly address your query via DM and we will gladly assist. https://t.co/HEc81B0LwK",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278667872966004736,2020-07-07T16:31:35.192Z,https://twitter.com/boltapp,tweets-replies
true,@SamHarr61165189,https://twitter.com/SamHarr61165189/status/1278340347807047680,Thu Jul 02 10:57:54 +0000 2020,1272828978,boltapp,@SamHarr61165189 Hi Sam! Please send us a DM so we can assist you. https://t.co/MBqFs46hRt,https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278644058601279488,2020-07-07T16:31:35.191Z,https://twitter.com/boltapp,tweets-replies
true,@boltapp,https://twitter.com/boltapp/status/1265283922205777921,Thu Jul 02 09:27:18 +0000 2020,1329353437,Sonique_Dlamini,"@boltapp Hi can you please start by unblocking my driver account that you blocked 3 months ago, been writting emails till today my account is still blocked, I'm suffering from the pandemic already I can't even feed my family anymore, I can't even apply for any job right now it's hectic.",https://twitter.com/Sonique_Dlamini,Ta Sodz,https://twitter.com/Sonique_Dlamini/status/1278621260386308096,2020-07-07T16:31:35.191Z,https://twitter.com/boltapp,tweets-replies
true,@boltapp,https://twitter.com/boltapp/status/1278227578923487232,Thu Jul 02 08:53:48 +0000 2020,1329353437,Sonique_Dlamini,"@boltapp Hi guys my driver account has been blocked permanently, I tried telling your team my side of the story but no one is listening and I'm getting pissed",https://twitter.com/Sonique_Dlamini,Ta Sodz,https://twitter.com/Sonique_Dlamini/status/1278612829826924544,2020-07-07T16:31:35.192Z,https://twitter.com/boltapp,tweets-replies
true,@umbrayaerze,https://twitter.com/umbrayaerze/status/1277625770257584130,Thu Jul 02 08:32:33 +0000 2020,1272828978,boltapp,"@umbrayaerze , we apologize for the inconvenience. Please contact our customer support team by sending a message via the application or to riga@bolt.eu so that we can handle this case and help you. https://t.co/kOWFhaF617",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278607481489567745,2020-07-07T16:31:35.192Z,https://twitter.com/boltapp,tweets-replies
,,,Wed Jul 01 17:39:45 +0000 2020,161888638,kholicius,@boltapp How can I rate my driver after the app closed.,https://twitter.com/kholicius,Kholofelo Mahlatji,https://twitter.com/kholicius/status/1278382798735388672,2020-07-07T16:31:35.191Z,https://twitter.com/boltapp,tweets-replies
,,,Wed Jul 01 14:51:03 +0000 2020,1182232446479294464,SamHarr61165189,"@Boltapp_ng @boltapp I am a new driver who signed up on your platform, I have gone through every process including paying the 1I verification and registration, I do not think my account details should take this long. Please what is happening?",https://twitter.com/SamHarr61165189,Sam Harrison,https://twitter.com/SamHarr61165189/status/1278340347807047680,2020-07-07T16:31:35.192Z,https://twitter.com/boltapp,tweets-replies
true,@stevend66768143,https://twitter.com/stevend66768143/status/1277198447268057088,Wed Jul 01 13:59:19 +0000 2020,1272828978,boltapp,"@stevend66768143 Good afternoon, thank you for reaching out. We are in the process of reviewing our rates and will update our drivers in case of any changes.",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278327325428514816,2020-07-07T16:31:35.191Z,https://twitter.com/boltapp,tweets-replies
true,@afiesa123,https://twitter.com/afiesa123/status/1278263148324233217,Wed Jul 01 12:31:49 +0000 2020,1272828978,boltapp,"@afiesa123 Hello Afiesa, thank you for reaching out to Bolt. Please be advised that permanently blocked profiles are reviewed weekly as circumstances are considered. Kindly email us on southafrica@bolt.eu so that we may assist.",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278305305944829953,2020-07-07T16:31:35.191Z,https://twitter.com/boltapp,tweets-replies
true,@IOMEU,https://twitter.com/IOMEU/status/1277630799630798854,Wed Jul 01 12:05:26 +0000 2020,1272828978,boltapp,"@IOMEU We are sorry that you were not satisfied outcome of this case, please call our support line again and one of our agents will revisit this case for you and assist accordingly.",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278298666307129344,2020-07-07T16:31:35.191Z,https://twitter.com/boltapp,tweets-replies
true,@Khayo12,https://twitter.com/Khayo12/status/1277937488644968448,Wed Jul 01 11:44:35 +0000 2020,1272828978,boltapp,"@Khayo12 Hello Sandile, thank you for reaching out to us. Please see the link here for more info:  Unauthorised Charges: https://t.co/QdOSLBgvMO",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278293419761324032,2020-07-07T16:31:35.191Z,https://twitter.com/boltapp,tweets-replies
true,@stuartfrisby,https://twitter.com/stuartfrisby/status/1277944002445283330,Wed Jul 01 11:34:35 +0000 2020,1272828978,boltapp,"@stuartfrisby If it still doesn't work, kindly send us an in-app message and we will sort this out for you! 🙏🏻",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278290904219033600,2020-07-07T16:31:35.192Z,https://twitter.com/boltapp,tweets-replies
true,@stuartfrisby,https://twitter.com/stuartfrisby/status/1277944002445283330,Wed Jul 01 11:33:41 +0000 2020,1272828978,boltapp,@stuartfrisby Hi Stuart! We are sorry to hear you are experiencing difficulties unsubscribing. We will have our technical department check this issue out. Please kindly take a look at the following link for further instructions on how to unsubscribe: https://t.co/s9R1s0NBvs.,https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278290676162220032,2020-07-07T16:31:35.192Z,https://twitter.com/boltapp,tweets-replies
true,@SabeliweZee,https://twitter.com/SabeliweZee/status/1278075762604683272,Wed Jul 01 11:22:55 +0000 2020,1272828978,boltapp,"@SabeliweZee Hello Sabeliwe, thank you for reaching out to us. Please send us an email on southafrica@bolt.eu so that we can assist with any driver's misconduct.",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278287965505097731,2020-07-07T16:31:35.190Z,https://twitter.com/boltapp,tweets-replies
true,@IOMEU,https://twitter.com/IOMEU/status/1277630799630798854,Wed Jul 01 10:57:23 +0000 2020,1272828978,boltapp,"@IOMEU Hey there! We are so sorry to hear about the situation you are in, please kindly call us on +44 808 169 8818 or send us an in-app message with more details about this journey so we can have a look into it for you! Thank you 🙏🏻",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278281542096359425,2020-07-07T16:31:35.191Z,https://twitter.com/boltapp,tweets-replies
,,,Wed Jul 01 09:50:32 +0000 2020,1272828978,boltapp,"@ThePaintersView Hi! We will be accepting new driver applicants again from next Monday, a letter will be sent out to you at the end of this week with more information about your activation process! Best of luck 🙏🏻",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278264716515840005,2020-07-07T16:31:35.192Z,https://twitter.com/boltapp,tweets-replies
true,@villigm,https://twitter.com/villigm/status/1103611118352846848,Wed Jul 01 09:44:18 +0000 2020,393647197,afiesa123,"@villigm @Boltapp_za @boltapp how about looking into drivers being banned for life if clients cancelled on them.  Surely the client should also be penalized for taking a honest living away from a driver and his family.  No review, immediate ban forever!",https://twitter.com/afiesa123,afiesa,https://twitter.com/afiesa123/status/1278263148324233217,2020-07-07T16:31:35.191Z,https://twitter.com/boltapp,tweets-replies
,,,Wed Jul 01 07:22:57 +0000 2020,1272828978,boltapp,"Bonjour, Paris! 
The city of love is the first to welcome our awesome new micro-mobility product — the Bolt e-bike! 🚲 💚
https://t.co/eSHWVflr6z",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1278227578923487232,2020-07-07T16:31:35.191Z,https://twitter.com/boltapp,tweets-replies
,,,Tue Jun 30 21:19:41 +0000 2020,283901195,SabeliweZee,@boltapp when bolt drivers intentionally drive slow so that they can reverse the original charge and charge you more. We see you 🧐,https://twitter.com/SabeliweZee,Sabeliwe,https://twitter.com/SabeliweZee/status/1278075762604683272,2020-07-07T16:31:35.191Z,https://twitter.com/boltapp,tweets-replies
,,,Tue Jun 30 12:36:07 +0000 2020,12494,stuartfrisby,"@boltapp I'm sure it's a mistake, but the fact that it's impossible to unsubscribe from your email marketing because the link is broken isn't a good look. https://t.co/e5R5wO7qfN",https://twitter.com/stuartfrisby,Stuart Clarke-Frisby,https://twitter.com/stuartfrisby/status/1277944002445283330,2020-07-07T16:31:35.191Z,https://twitter.com/boltapp,tweets-replies
,,,Tue Jun 30 12:10:14 +0000 2020,66342563,Khayo12,@Boltapp why do you debit and reverse R100 for a R30 trip?,https://twitter.com/Khayo12,Sandile Khayo,https://twitter.com/Khayo12/status/1277937488644968448,2020-07-07T16:31:35.192Z,https://twitter.com/boltapp,tweets-replies
,,,Tue Jun 30 10:33:38 +0000 2020,1050743389,MDU_KAMASHANGE_,"Hello @Boltapp_za @boltapp  the ride was nice but aykhona, sekwanele, I didn't sign up for this https://t.co/C1AzNzc6jO",https://twitter.com/MDU_KAMASHANGE_,Mdu KaMaShange,https://twitter.com/MDU_KAMASHANGE_/status/1277913174851891201,2020-07-07T16:31:35.192Z,https://twitter.com/boltapp,tweets-replies
,,,Mon Jun 29 15:51:34 +0000 2020,2149573334,IOMEU,"@boltapp Dear bolt , do you think its ethical and fair to refund a whole journey fee to a rider just because of false allegations.  I have waited 5 hours in the airport in Heathrow and paid 18 pounds parking fees and used drove a rider for more than one hour and now bolt refused",https://twitter.com/IOMEU,IOM,https://twitter.com/IOMEU/status/1277630799630798854,2020-07-07T16:31:35.191Z,https://twitter.com/boltapp,tweets-replies
,,,Mon Jun 29 15:31:35 +0000 2020,374645927,umbrayaerze,"hey, @boltapp, your driver wasn’t moving for five minutes after accepting the ride, then yelled at me over the phone and finally declined the ride to avoid low rating, and I’m unable to report the issue as the trip never happened. nicely done. https://t.co/0BeQfQ7dQU",https://twitter.com/umbrayaerze,свобода боли,https://twitter.com/umbrayaerze/status/1277625770257584130,2020-07-07T16:31:35.191Z,https://twitter.com/boltapp,tweets-replies
true,@princeyemz1985,https://twitter.com/princeyemz1985/status/1277372462632763394,Mon Jun 29 13:54:53 +0000 2020,1272828978,boltapp,"@princeyemz1985 Hi Adegboye, thank you for reaching out to us. We have responded to your DM.",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1277601436856135684,2020-07-07T16:31:35.190Z,https://twitter.com/boltapp,tweets-replies
,,,Mon Jun 29 11:47:37 +0000 2020,1272828978,boltapp,"We did it! Bolt is officially the hottest European Unicorn!🔥Thank you to the judges and to everyone who voted for us in @TheEuropas  2020, we’re honoured! ⚡️
https://t.co/3C6V9iyJte",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1277569407200485377,2020-07-07T16:31:35.192Z,https://twitter.com/boltapp,tweets-replies
true,@gshalbert,https://twitter.com/gshalbert/status/1276575224809623552,Mon Jun 29 09:39:09 +0000 2020,1272828978,boltapp,"@gshalbert Good morning, we are truly sorry to hear about your bad experience. Please forward us an in-app message to look into your account for assistance.",https://twitter.com/boltapp,Bolt,https://twitter.com/boltapp/status/1277537079803723776,2020-07-07T16:31:35.191Z,https://twitter.com/boltapp,tweets-replies
